       24       32        2     0.1811637721E-04
       25       36        2     0.2194123794E-04
       26       40        2     0.2697232510E-04
       27       40        2     0.3062503393E-04
       28       44        2     0.3243705073E-04
       29       48        2     0.3553729512E-04
       30       48        2     0.4013453146E-04
       31       52        2     0.4210833001E-04
       32       52        2     0.4441224057E-04
       33       56        2     0.4865990196E-04
       34       60        2     0.5192149455E-04
       35       62        2     0.5651762640E-04
       35       20        1     0.5426202089E-04
       36       88        3     0.1206020975E-03
       37       90        3     0.1506485211E-03
       38       94        3     0.1777039612E-03
       39       98        3     0.2033154514E-03
       40       98        3     0.2236836232E-03
       41      102        3     0.2513866527E-03
       42      104        3     0.2727430413E-03
       43      106        3     0.2945650547E-03
       44      108        3     0.3248385100E-03
       45      112        3     0.3504400227E-03
       17        8        1     0.2212212326E-04
       18       20        2     0.6504198579E-04
       19       26        2     0.1293120179E-03
       20       30        2     0.1946532906E-03
       21       32        2     0.2586119894E-03
       22       36        2     0.3233047782E-03
       23       40        2     0.3865577610E-03
       24       42        2     0.4469442024E-03
       25       44        2     0.5067104542E-03
       26       46        2     0.5597596109E-03
       27       50        2     0.6240719103E-03
       26        4        1     0.1169744154E-04
       27       14        1     0.1700211956E-03
       28       80        3     0.9829153020E-03
       29       84        3     0.1209831797E-02
       30       86        3     0.1393267309E-02
       31       90        3     0.1586809713E-02
       32       92        3     0.1758446347E-02
       33       94        3     0.1929755657E-02
       34       98        3     0.2128616825E-02
       11        6        1     0.2851915013E-04
       12       16        1     0.1145588207E-03
       13       26        1     0.2406362667E-03
       14       32        1     0.3815224784E-03
       15       34        1     0.5037195444E-03
       16       38        1     0.6466273373E-03
       17       42        1     0.7655623180E-03
       18       44        1     0.8776091586E-03
       19       46        1     0.1009527136E-02
       20       48        1     0.1128809530E-02
       21       54        1     0.1261390612E-02
       18       10        1     0.1014288487E-03
       19       16        1     0.2101329450E-03
       20       20        1     0.3364183276E-03
       21       26        1     0.4578690592E-03
       22       90        2     0.1991294870E-02
       23       94        2     0.2265695480E-02
        5       12        1     0.6498891607E-04
